,UserName,Area Of Focus
30838,daniel90,Tanta
30839,daniel90,Shorouk City
30840,daniel90,Qesm Borg El Arab
30841,daniel90,Hay Masr El Kadima
30842,coxangela,Nasr City
30843,coxangela,Heliopolis - Masr El Gedida
30844,coxangela,Hurghada
30845,coxangela,New Heliopolis
30846,coxangela,Hadayek El Ahram
30847,coxangela,New Cairo City
30848,gileskurt,Al Agouza
30849,gileskurt,Sheikh Zayed City
30850,gileskurt,Sidi Heneish
30851,gileskurt,Sidi Abdel Rahman
30852,gileskurt,Markaz Al Hamam
30853,shawnschmidt,El Nozha
30854,shawnschmidt,Tanta
30855,shawnschmidt,Al Agouza
30856,shawnschmidt,Mostakbal City - Future City
30857,shawnschmidt,Hay Awal El Montazah
30858,shawnschmidt,Obour City
30859,shawnschmidt,New Damietta
30860,ashley17,Ras Sedr
30861,ashley17,None
30862,ashley17,Sidi Heneish
30863,ashley17,Hay Sharq
30864,aaron58,Hay Than El Montazah
30865,aaron58,Ras Al Hekma
30866,aaron58,Hadayek El Ahram
30867,aaron58,Ras Sedr
30868,aaron58,Nasr City
30869,aaron58,Qesm Ad Dabaah
30870,aaron58,Alexandria Compounds
30871,aaron58,Sheikh Zayed City
30872,jessicagonzalez,Marsa Matrouh
30873,jessicagonzalez,Garawla
30874,jessicagonzalez,Hadayek El Ahram
30875,jessicagonzalez,Alexandria Compounds
30876,jessicagonzalez,Al Mansoura
30877,jessicagonzalez,Ras Al Hekma
30878,jessicagonzalez,Qesm Marsa Matrouh
30879,jessicagonzalez,Al Alamein
30880,parsonsmichael,Sidi Heneish
30881,parsonsmichael,Mostakbal City - Future City
30882,parsonsmichael,Sheikh Zayed City
30883,parsonsmichael,Alexandria Compounds
30884,davidpetty,Hay El Maadi
30885,davidpetty,Sidi Abdel Rahman
30886,davidpetty,Hurghada
30887,davidpetty,Tanta
30888,davidpetty,Mohandessin
30889,katelyn63,Ras Al Hekma
30890,katelyn63,Hadayek El Ahram
30891,patrickmoore,Hay Wasat
30892,grossbryan,Al Ain Al Sokhna
30893,grossbryan,Hay Wasat
30894,grossbryan,Al Mansoura
30895,grossbryan,Hadayek El Ahram
30896,stacielane,New Heliopolis
30897,stacielane,Shorouk City
30898,stacielane,Alexandria Compounds
30899,stacielane,Hay El Maadi
30900,stacielane,Obour City
30901,stacielane,Nasr City
30902,amoore,Shorouk City
30903,amoore,Qesm Borg El Arab
30904,amoore,Obour City
30905,colemark,Al Alamein
30906,colemark,Nasr City
30907,colemark,Hay El Maadi
30908,colemark,Badr City
30909,marquezalexis,Hurghada
30910,marquezalexis,Hadayek El Ahram
30911,marquezalexis,Dokki
30912,marquezalexis,New Capital City
30913,marquezalexis,Hay Sharq
30914,eric29,New Heliopolis
30915,eric29,New Cairo City
30916,simmonsalex,New Damietta
30917,wendy98,Ras Al Hekma
30918,wendy98,New Cairo City
30919,victoriaalvarez,Al Alamein
30920,victoriaalvarez,Hay Wasat
30921,victoriaalvarez,New Capital City
30922,victoriaalvarez,Al Mansoura
30923,troy44,Hay Sharq
30924,troy44,Alexandria Compounds
30925,troy44,Hay Awal El Montazah
30926,troy44,Qesm Ad Dabaah
30927,troy44,Qesm Marsa Matrouh
30928,troy44,Hadayek El Ahram
30929,walkerjenny,Mostakbal City - Future City
30930,walkerjenny,Al Ain Al Sokhna
30931,walkerjenny,Hay El Haram
30932,walkerjenny,Qesm Borg El Arab
30933,qboyd,Shorouk City
30934,qboyd,New Cairo City
30935,qboyd,6 October City
30936,susan78,Nasr City
30937,susan78,Tanta
30938,akey,Sheikh Zayed City
30939,akey,New Cairo City
30940,akey,Qesm Marsa Matrouh
30941,akey,6 October City
30942,akey,Al Alamein
30944,ojohnson,Nasr City
30946,ojohnson,El Nozha
30948,whitneysmith,Hay El Maadi
30949,whitneysmith,Hay Sharq
30950,whitneysmith,Heliopolis - Masr El Gedida
30951,whitneysmith,Markaz Al Hamam
30952,whitneysmith,Tanta
30953,whitneysmith,Al Agouza
30954,whitneysmith,Qesm Marsa Matrouh
30955,whitneysmith,Nasr City
30956,james96,Mostakbal City - Future City
30957,james96,Al Mansoura
30958,cathy29,Hay El Maadi
30959,cathy29,Qesm Ad Dabaah
30960,cathy29,Ras Al Hekma
30961,cathy29,New Heliopolis
30962,cathy29,Sidi Abdel Rahman
30963,stevensalison,New Cairo City
30964,stevensalison,Mostakbal City - Future City
30965,steelejennifer,Mostakbal City - Future City
30966,steelejennifer,New Damietta
30967,stacy31,New Damietta
30968,stacy31,Garawla
30969,stacy31,Hay Wasat
30970,stacy31,Heliopolis - Masr El Gedida
30971,stacy31,New Capital City
30972,lhaney,Ras Sedr
30973,lhaney,Garawla
30974,lhaney,Heliopolis - Masr El Gedida
30975,lhaney,New Damietta
30976,lhaney,Hay Awal El Montazah
30977,lhaney,Al Ain Al Sokhna
30978,lhaney,Markaz Al Hamam
30979,john15,Qesm Borg El Arab
30980,gabrieladams,None
30981,gabrieladams,Dokki
30982,gabrieladams,Hay Awal El Montazah
30983,gabrieladams,Sidi Heneish
30984,richzachary,Mohandessin
30985,richzachary,Al Alamein
30986,richzachary,Al Mansoura
30987,oliviahill,Tanta
30988,oliviahill,Qesm Ad Dabaah
30989,oliviahill,Al Mansoura
30990,oliviahill,Al Alamein
30991,oliviahill,Al Ain Al Sokhna
30992,oliviahill,Qesm Borg El Arab
30993,oliviahill,New Heliopolis
30994,nicolesmith,New Capital City
30995,nicolesmith,6 October City
30996,nicolesmith,Marsa Matrouh
30997,nicolesmith,Ras Al Hekma
30999,nicolesmith,New Damietta
31000,nicolesmith,Markaz Al Hamam
31001,nicolesmith,Heliopolis - Masr El Gedida
31002,shannonpineda,New Damietta
31003,shannonpineda,Dokki
31004,shannonpineda,Hay El Haram
31005,shannonpineda,New Heliopolis
31006,shannonpineda,Hay Sharq
31007,shannonpineda,Hay Wasat
31008,shannonpineda,Marsa Matrouh
31009,shannonpineda,Al Mansoura
31010,caitlinfoster,Qesm Marsa Matrouh
31011,caitlinfoster,Hay Masr El Kadima
31012,caitlinfoster,Hay Awal El Montazah
31013,michaelbeltran,Markaz Al Hamam
31014,michaelbeltran,Sidi Abdel Rahman
31015,michaelbeltran,Sheikh Zayed City
31016,michaelbeltran,Nasr City
31017,michaelbeltran,Hay Than El Montazah
31018,michaelbeltran,Hay El Maadi
31019,baxtershelly,Ras Sedr
31020,baxtershelly,Nasr City
31021,baxtershelly,Obour City
31022,baxtershelly,El Nozha
31023,baxtershelly,Al Alamein
31024,millerjessica,Hay Masr El Kadima
31025,millerjessica,Hay El Haram
31026,millerjessica,Al Mansoura
31027,zacharyfreeman,Ras Al Hekma
31028,zacharyfreeman,Al Alamein
31029,zacharyfreeman,Sheikh Zayed City
31030,zacharyfreeman,Marsa Matrouh
31031,arobinson,Al Ain Al Sokhna
31032,arobinson,Sidi Abdel Rahman
31033,arobinson,New Damietta
31034,arobinson,Garawla
31035,arobinson,Hurghada
31036,arobinson,Ras Al Hekma
31037,arobinson,Alexandria Compounds
31038,arobinson,Badr City
31039,owensalec,Ras Al Hekma
31040,owensalec,Hay Awal El Montazah
31041,owensalec,Ras Sedr
31042,owensalec,Sidi Heneish
31043,owensalec,Qesm Ad Dabaah
31044,owensalec,Qesm Marsa Matrouh
31045,owensalec,Hay Than El Montazah
31046,boydcassandra,Hay Wasat
31047,boydcassandra,Al Alamein
31048,boydcassandra,None
31049,boydcassandra,Hay El Maadi
31050,boydcassandra,Sidi Abdel Rahman
31051,boydcassandra,Al Ain Al Sokhna
31052,boydcassandra,Obour City
31053,gonzalezjennifer,New Capital City
31054,gonzalezjennifer,New Damietta
31055,gonzalezjennifer,Hadayek El Ahram
31056,gonzalezjennifer,Shorouk City
31057,gonzalezjennifer,New Cairo City
31058,gonzalezjennifer,Ras Al Hekma
31059,gonzalezjennifer,Badr City
31060,amy97,New Damietta
31061,amy97,Mostakbal City - Future City
31062,perryadrian,Al Alamein
31063,perryadrian,Sidi Heneish
31064,perryadrian,Markaz Al Hamam
31065,perryadrian,El Nozha
31066,charles92,Sheikh Zayed City
31067,charles92,None
31068,charles92,Al Mansoura
31069,charles92,Markaz Al Hamam
31070,charles92,Marsa Matrouh
31071,harpercaroline,Ras Al Hekma
31072,myersdonna,Hay Masr El Kadima
31073,myersdonna,Tanta
31074,myersdonna,Qesm Marsa Matrouh
31075,myersdonna,Heliopolis - Masr El Gedida
31076,myersdonna,New Cairo City
31077,myersdonna,Al Ain Al Sokhna
31078,kennethcooper,Ras Sedr
31079,kennethcooper,Mostakbal City - Future City
31080,kennethcooper,Tanta
31081,kennethcooper,Qesm Marsa Matrouh
31082,kennethcooper,Al Mansoura
31083,kennethcooper,Dokki
31084,iobrien,Dokki
31085,iobrien,6 October City
31086,iobrien,Al Ain Al Sokhna
31087,iobrien,Badr City
31088,iobrien,Nasr City
31089,iobrien,Qesm Ad Dabaah
31090,harmonshelly,Hay El Maadi
31091,harmonshelly,Qesm Borg El Arab
31092,harmonshelly,Marsa Matrouh
31093,sylvia71,Ras Al Hekma
31094,crystaljennings,New Capital City
31095,crystaljennings,Dokki
31096,crystaljennings,None
31097,crystaljennings,Ras Sedr
31098,crystaljennings,Hay Masr El Kadima
31099,crystaljennings,Mohandessin
31100,hawkinsrobert,None
31101,hawkinsrobert,Heliopolis - Masr El Gedida
31102,hawkinsrobert,New Capital City
31103,hawkinsrobert,Hay Than El Montazah
31104,hawkinsrobert,Sidi Heneish
31105,theresahernandez,Sheikh Zayed City
31106,theresahernandez,New Capital City
31107,vgonzalez,Garawla
31108,vgonzalez,Heliopolis - Masr El Gedida
31109,vgonzalez,Qesm Borg El Arab
31110,vgonzalez,Hay Awal El Montazah
31111,vgonzalez,6 October City
31112,vgonzalez,Al Ain Al Sokhna
31113,vgonzalez,Markaz Al Hamam
31114,cynthiasantana,Badr City
31115,cynthiasantana,Nasr City
31116,cynthiasantana,New Capital City
31117,cynthiasantana,Qesm Marsa Matrouh
31118,agill,Hay Awal El Montazah
31119,agill,Hay El Maadi
31120,agill,Hay Than El Montazah
31121,agill,Al Mansoura
31122,agill,Heliopolis - Masr El Gedida
31124,agill,Garawla
31125,agill,Ras Al Hekma
31126,lauramartin,El Nozha
31127,lauramartin,Qesm Borg El Arab
31128,lauramartin,Mostakbal City - Future City
31129,lauramartin,Qesm Marsa Matrouh
31130,jamiesmith,6 October City
31131,jamiesmith,Al Ain Al Sokhna
31132,jamiesmith,New Capital City
31133,patriciaanderson,Hay Sharq
31134,patriciaanderson,Nasr City
31135,patriciaanderson,Sidi Heneish
31136,patriciaanderson,Ras Al Hekma
31137,patriciaanderson,Badr City
31138,patriciaanderson,New Damietta
31139,patriciaanderson,Heliopolis - Masr El Gedida
31140,romerojohn,New Heliopolis
31141,timothymunoz,New Cairo City
31142,timothymunoz,Heliopolis - Masr El Gedida
31143,timothymunoz,Tanta
31144,timothymunoz,Sidi Heneish
31145,timothymunoz,El Nozha
31146,timothymunoz,Mostakbal City - Future City
31147,steven04,None
31148,steven04,Badr City
31149,vanessabolton,Hay El Maadi
31150,mkelly,6 October City
31151,mkelly,New Capital City
31152,gerald26,Al Agouza
31153,gerald26,Hay Sharq
31154,gerald26,Al Alamein
31155,zcameron,Markaz Al Hamam
31156,zcameron,Hay Sharq
31157,zcameron,Mohandessin
31158,rjones,Hay Wasat
31159,rjones,Hay Masr El Kadima
31160,rjones,Hay El Maadi
31161,rjones,Garawla
31162,rjones,Obour City
31163,gbernard,Hay El Maadi
31164,gbernard,New Damietta
31165,gbernard,Nasr City
31166,gbernard,Sheikh Zayed City
31167,gbernard,El Nozha
31168,gbernard,Hadayek El Ahram
31169,gbernard,Alexandria Compounds
31170,harrisonwanda,Al Mansoura
31171,harrisonwanda,Al Agouza
31172,harrisonwanda,Ras Al Hekma
31173,harrisonwanda,Hay Wasat
31174,reginaldjohnson,Al Ain Al Sokhna
31175,pamelanewman,Al Mansoura
31176,pamelanewman,Al Ain Al Sokhna
31177,pamelanewman,Tanta
31178,pamelanewman,Hay El Maadi
31179,pamelanewman,Ras Al Hekma
31180,timothydennis,Hay Wasat
31181,markmiller,Al Alamein
31182,markmiller,Obour City
31183,markmiller,Shorouk City
31184,markmiller,Garawla
31185,markmiller,Markaz Al Hamam
31186,markmiller,Hay Awal El Montazah
31187,markmiller,Alexandria Compounds
31188,john20,Garawla
31189,john20,Qesm Marsa Matrouh
31190,john20,Dokki
31191,john20,Markaz Al Hamam
31192,john20,Heliopolis - Masr El Gedida
31193,john20,New Damietta
31194,john20,Marsa Matrouh
31195,john20,6 October City
31196,delgadoangela,6 October City
31197,delgadoangela,Hay Than El Montazah
31198,lanetammy,New Capital City
31199,lanetammy,Mostakbal City - Future City
31200,lanetammy,Al Agouza
31201,lanetammy,Hay Awal El Montazah
31202,lanetammy,New Cairo City
31203,lanetammy,Al Mansoura
31204,lanetammy,Hay Masr El Kadima
31205,lanetammy,New Damietta
31206,hdavis,New Cairo City
31207,hdavis,Hay El Maadi
31208,joshua19,Hay Awal El Montazah
31209,joshua19,Hay Than El Montazah
31210,joshua19,Qesm Ad Dabaah
31211,joshua19,Sheikh Zayed City
31212,joshua19,Al Mansoura
31213,joshua19,Badr City
31214,gallaghersydney,Mohandessin
31215,gallaghersydney,Hay Than El Montazah
31216,gallaghersydney,Heliopolis - Masr El Gedida
31217,amberkirby,Mostakbal City - Future City
31218,amberkirby,Hay El Maadi
31219,ashleymyers,Obour City
31220,avilamatthew,Hurghada
31221,avilamatthew,Hay El Maadi
31222,avilamatthew,Qesm Marsa Matrouh
31223,jenniferjohnson,El Nozha
31224,jenniferjohnson,Tanta
31225,jenniferjohnson,Mostakbal City - Future City
31226,wendy95,Marsa Matrouh
31227,wendy95,Ras Sedr
31228,wendy95,Qesm Ad Dabaah
31229,wendy95,Hadayek El Ahram
31230,benjaminday,Mostakbal City - Future City
31231,benjaminday,Hay Masr El Kadima
31232,hmorrison,Dokki
31233,hmorrison,Hay El Haram
31234,hmorrison,Hay Wasat
31235,hmorrison,Al Agouza
31236,hmorrison,Mohandessin
31237,hmorrison,Hay Awal El Montazah
31238,hmorrison,Hadayek El Ahram
31239,hmorrison,Ras Sedr
31240,bgoodman,Hay El Maadi
31241,bgoodman,Tanta
31242,bgoodman,Al Ain Al Sokhna
31243,bgoodman,Sidi Abdel Rahman
31244,coltonpowers,Nasr City
31245,coltonpowers,Sidi Abdel Rahman
31246,coltonpowers,Hay Awal El Montazah
31247,coltonpowers,Mohandessin
31248,coltonpowers,Qesm Borg El Arab
31249,deborah12,Sheikh Zayed City
31250,deborah12,Al Alamein
31251,deborah12,Garawla
31252,todd80,New Damietta
31253,todd80,Hay Wasat
31254,todd80,Qesm Ad Dabaah
31255,todd80,Sheikh Zayed City
31256,todd80,Qesm Marsa Matrouh
31257,todd80,Qesm Borg El Arab
31258,christophergilbert,Dokki
31259,christophergilbert,Hurghada
31260,christophergilbert,Al Mansoura
31261,christophergilbert,Hay Awal El Montazah
31262,christophergilbert,Hay El Maadi
31263,riversapril,None
31264,riversapril,Shorouk City
31265,riversapril,Hay El Maadi
31266,thompsontanya,6 October City
31267,thompsontanya,Qesm Ad Dabaah
31268,thompsontanya,Hurghada
31269,thompsontanya,New Heliopolis
31270,thompsontanya,Hay Wasat
31271,thompsontanya,Al Alamein
31272,thompsontanya,Sheikh Zayed City
31273,kirkronnie,Heliopolis - Masr El Gedida
31274,kirkronnie,Marsa Matrouh
31275,kirkronnie,Obour City
31276,mariahgilmore,New Damietta
31277,mariahgilmore,Qesm Borg El Arab
31278,mariahgilmore,El Nozha
31279,mariahgilmore,Hay Sharq
31280,mariahgilmore,Obour City
31281,mariahgilmore,Hay Than El Montazah
31282,ashleyperkins,Al Alamein
31283,lhughes,Heliopolis - Masr El Gedida
31284,lhughes,New Heliopolis
31285,lhughes,Hurghada
31286,lhughes,Markaz Al Hamam
31287,lhughes,Alexandria Compounds
31288,lhughes,Hay El Maadi
31289,lhughes,Qesm Marsa Matrouh
31290,geraldlynch,Nasr City
31291,geraldlynch,New Damietta
31292,geraldlynch,Hay Wasat
31293,geraldlynch,Hurghada
31294,geraldlynch,New Heliopolis
31295,geraldlynch,Badr City
31296,geraldlynch,Sheikh Zayed City
31297,jacoblarson,None
31298,simmonsmichael,Hadayek El Ahram
31299,simmonsmichael,Alexandria Compounds
31300,samuelhayden,El Nozha
31301,samuelhayden,Heliopolis - Masr El Gedida
31302,samuelhayden,Markaz Al Hamam
31303,samuelhayden,New Cairo City
31304,jenniferharris,Hay Than El Montazah
31305,barberjonathan,Al Alamein
31306,barberjonathan,New Damietta
31307,barberjonathan,Hay Masr El Kadima
31308,rachel44,Mohandessin
31309,rachel44,Ras Sedr
31310,rachel44,Heliopolis - Masr El Gedida
31311,rachel44,Al Mansoura
31312,sarahrobinson,Tanta
31313,sarahrobinson,Sidi Abdel Rahman
31314,sarahrobinson,Al Alamein
31315,sarahrobinson,Markaz Al Hamam
31316,sarahrobinson,Nasr City
31317,sarahrobinson,Hay Wasat
31318,sarahrobinson,Garawla
31319,hwest,Al Agouza
31320,hwest,New Damietta
31321,hwest,Dokki
31322,hwest,Hay Masr El Kadima
31323,hwest,Heliopolis - Masr El Gedida
31324,melindadavis,Sheikh Zayed City
31325,melindadavis,New Damietta
31326,melindadavis,Al Agouza
31327,melindadavis,Garawla
31328,scarter,Heliopolis - Masr El Gedida
31329,scarter,Al Agouza
31330,scarter,Hay Masr El Kadima
31331,scarter,Sheikh Zayed City
31332,scarter,Al Alamein
31333,troy19,Al Mansoura
31334,troy19,Badr City
31335,troy19,Sidi Abdel Rahman
31336,troy19,New Cairo City
31337,troy19,Sidi Heneish
31338,troy19,Hay Masr El Kadima
31339,troy19,Hay El Haram
31340,troy19,Al Ain Al Sokhna
31341,qdavis,Tanta
31342,watsonrebecca,Badr City
31343,watsonrebecca,Alexandria Compounds
31344,watsonrebecca,Qesm Borg El Arab
31345,watsonrebecca,New Heliopolis
31346,watsonrebecca,New Cairo City
31347,watsonrebecca,Mohandessin
31348,fmassey,None
31349,fmassey,Sheikh Zayed City
31350,fmassey,Sidi Heneish
31351,fmassey,Tanta
31352,fmassey,Qesm Borg El Arab
31353,fmassey,New Damietta
31354,fmassey,Ras Al Hekma
31355,fmassey,New Heliopolis
31356,christopherjohnson,New Damietta
31357,christopherjohnson,Mohandessin
31358,christopherjohnson,Sheikh Zayed City
31359,hendrickselizabeth,Hay Masr El Kadima
31360,hendrickselizabeth,El Nozha
31361,hendrickselizabeth,New Damietta
31362,hendrickselizabeth,Shorouk City
31363,hendrickselizabeth,Nasr City
31364,hendrickselizabeth,Hay Wasat
31365,smckinney,Hay Awal El Montazah
31366,smckinney,6 October City
31367,smckinney,Badr City
31368,smckinney,New Damietta
31369,jamiefrederick,New Heliopolis
31370,jamiefrederick,New Damietta
31371,jamiefrederick,Sidi Abdel Rahman
31372,emily18,Al Alamein
31373,emily18,New Damietta
31374,emily18,6 October City
31375,emily18,Alexandria Compounds
31376,emily18,Sidi Heneish
31377,emily18,Markaz Al Hamam
31378,emily18,Hay Wasat
31379,emily18,New Cairo City
31380,conradtina,New Cairo City
31381,conradtina,Hurghada
31382,conradtina,New Heliopolis
31383,conradtina,Al Agouza
31384,conradtina,Al Ain Al Sokhna
31385,ryan77,New Damietta
31386,dennisclayton,Ras Al Hekma
31387,dennisclayton,El Nozha
31388,dennisclayton,Qesm Marsa Matrouh
31389,dennisclayton,New Capital City
31390,dennisclayton,Qesm Ad Dabaah
31391,dennisclayton,6 October City
31392,dennisclayton,Mohandessin
31393,dennisclayton,New Heliopolis
31394,nphillips,Sidi Heneish
31395,nphillips,Hay El Haram
31396,jamesrobinson,Ras Sedr
31397,jamesrobinson,Hay El Haram
31398,webbjasmine,Al Ain Al Sokhna
31399,webbjasmine,Ras Al Hekma
31400,webbjasmine,Sidi Abdel Rahman
31401,webbjasmine,Hay Masr El Kadima
31402,webbjasmine,None
31403,webbjasmine,Badr City
31404,danielle05,New Heliopolis
31405,danielle05,New Cairo City
31406,elizabethmorrison,El Nozha
31407,elizabethmorrison,Obour City
31408,lacey71,Nasr City
31409,lacey71,Alexandria Compounds
31410,lacey71,Mohandessin
31411,wesleyscott,Al Mansoura
31412,wesleyscott,Qesm Marsa Matrouh
31413,wesleyscott,Hadayek El Ahram
31414,wesleyscott,New Capital City
31415,wesleyscott,Alexandria Compounds
31416,wesleyscott,New Damietta
31417,angela00,New Capital City
31418,joshua13,Shorouk City
31419,joshua13,Al Alamein
31420,joshua13,Ras Sedr
31421,joshua13,Sidi Heneish
31422,joshua13,Hay El Maadi
31423,joshua13,Mostakbal City - Future City
31424,joshua13,Al Agouza
31425,joshua13,Sheikh Zayed City
31426,jon05,Alexandria Compounds
31427,jon05,Ras Sedr
31428,jon05,New Capital City
31429,jon05,Dokki
31430,mariemcguire,Sidi Abdel Rahman
31431,mariemcguire,Sheikh Zayed City
31432,grimesjoseph,Sheikh Zayed City
31433,grimesjoseph,Qesm Marsa Matrouh
31434,autumn35,Al Ain Al Sokhna
31435,autumn35,6 October City
31436,autumn35,Qesm Borg El Arab
31437,autumn35,New Damietta
31438,autumn35,Marsa Matrouh
31439,autumn35,Heliopolis - Masr El Gedida
31440,george16,Al Agouza
31441,george16,New Cairo City
31442,warnold,Badr City
31443,ijones,Mohandessin
31444,lshaw,Garawla
31445,lshaw,New Cairo City
31446,lshaw,New Damietta
31447,lshaw,Hay Wasat
31448,lshaw,Ras Sedr
31449,lshaw,None
31450,mirandanancy,6 October City
31451,mirandanancy,Shorouk City
31452,mirandanancy,None
31453,mirandanancy,Badr City
31454,mirandanancy,Hay Wasat
31455,mirandanancy,Sheikh Zayed City
31456,mirandanancy,Ras Sedr
31457,icarroll,New Cairo City
31458,icarroll,Sheikh Zayed City
31459,icarroll,Hay Wasat
31460,icarroll,El Nozha
31461,icarroll,Hay Sharq
31462,icarroll,Heliopolis - Masr El Gedida
31463,icarroll,Obour City
31464,icarroll,New Heliopolis
31465,michaelgrant,Hay Masr El Kadima
31466,michaelgrant,Hay El Maadi
31467,michaelhernandez,Obour City
31469,michaelhernandez,Hay Masr El Kadima
31471,michaelhernandez,Markaz Al Hamam
31472,michaelhernandez,Garawla
31473,michaelhernandez,Al Mansoura
31474,michaelhernandez,Qesm Marsa Matrouh
31475,hughesbrandon,New Capital City
31476,hughesbrandon,Garawla
31477,hughesbrandon,Ras Al Hekma
31478,hughesbrandon,Ras Sedr
31479,hughesbrandon,Al Ain Al Sokhna
31480,christopher45,Hay Masr El Kadima
31481,juanjoseph,Ras Al Hekma
31482,juanjoseph,Markaz Al Hamam
31483,juanjoseph,Al Ain Al Sokhna
31484,juanjoseph,El Nozha
31485,juanjoseph,Tanta
31486,qburns,Al Ain Al Sokhna
